1516082534.468091, 0, 0.000000
1516082534.568193, 1, 12112.000000
1516082534.668316, 0, 10900.799805
1516082534.768389, 0, 9810.719727
1516082534.868467, 13, 166285.640625
1516082534.968557, 37, 597801.125000
1516082535.068729, 38, 998277.000000
1516082535.168890, 37, 1346593.250000
1516082535.269046, 37, 1660078.000000
1516082535.369144, 37, 1942214.250000
1516082535.469372, 37, 2196136.750000
1516082535.569616, 38, 2436779.000000
1516082535.669758, 37, 2641245.000000
1516082535.769879, 37, 2825264.500000
1516082535.870112, 37, 2990882.000000
1516082535.970336, 38, 3152049.750000
1516082536.070550, 36, 3272876.750000
1516082536.170738, 38, 3405845.000000
1516082536.270944, 37, 3513404.500000
1516082536.371350, 38, 3622320.000000
1516082536.471501, 37, 3708232.000000
1516082536.571741, 37, 3785552.750000
1516082536.671935, 37, 3855141.500000
1516082536.772240, 37, 3917771.250000
1516082536.872681, 37, 3974138.000000
1516082536.973070, 38, 4036980.250000
1516082537.073523, 37, 4081426.250000
1516082537.173860, 37, 4121427.500000
1516082537.274050, 37, 4157428.750000
1516082537.374195, 38, 4201942.000000
1516082537.474382, 37, 4229892.000000
1516082537.574514, 37, 4255047.000000
1516082537.674680, 37, 4277686.500000
1516082537.775932, 37, 4298062.000000
1516082537.876300, 38, 4328512.000000
1516082537.976501, 37, 4343805.000000
1516082538.076596, 38, 4369680.500000
1516082538.176724, 37, 4380856.500000
1516082538.276987, 37, 4390915.000000
1516082538.377122, 37, 4399967.500000
1516082538.477223, 37, 4408115.000000
1516082538.577510, 38, 4427559.500000
1516082538.677669, 35, 4408723.500000
1516082538.777751, 37, 4415995.000000
1516082538.877850, 37, 4422539.500000
1516082538.977944, 37, 4428429.500000
1516082539.078050, 37, 4433730.500000
1516082539.178122, 38, 4450613.500000
1516082539.278199, 37, 4453696.000000
1516082539.378303, 37, 4456470.500000
1516082539.478399, 37, 4458967.500000
1516082539.578660, 37, 4461215.000000
1516082539.678840, 38, 4475349.500000
1516082539.778930, 37, 4475958.500000
1516082539.879349, 37, 4476506.500000
1516082539.979607, 37, 4477000.000000
1516082540.079714, 38, 4489556.000000
1516082540.179805, 37, 4488744.500000
1516082540.280148, 37, 4488014.000000
1516082540.380313, 37, 4487356.500000
1516082540.480386, 37, 4486765.000000
1516082540.580476, 38, 4498344.500000
1516082540.680866, 37, 4496654.000000
1516082540.781024, 37, 4495132.500000
1516082540.881096, 37, 4493763.000000
1516082540.981325, 37, 4492530.500000
1516082541.081417, 37, 4491421.500000
1516082541.181765, 37, 4490423.500000
1516082541.282098, 37, 4489525.000000
1516082541.382325, 37, 4488716.500000
1516082541.482545, 38, 4500101.000000
1516082541.582672, 36, 4486123.000000
1516082541.682953, 37, 4485654.500000
1516082541.783087, 37, 4485233.000000
1516082541.883560, 36, 4472741.500000
1516082541.983966, 38, 4485723.500000
1516082542.084288, 37, 4485295.000000
1516082542.184619, 37, 4484909.500000
1516082542.284908, 38, 4496674.500000
1516082542.385210, 36, 4483039.000000
1516082542.485335, 36, 4470767.000000
1516082542.585513, 37, 4471834.500000
1516082542.685683, 37, 4472795.000000
1516082542.785746, 38, 4485771.500000
1516082542.885812, 37, 4485338.500000
1516082542.986097, 37, 4484948.500000
1516082543.086396, 37, 4484597.500000
1516082543.186792, 37, 4484282.000000
1516082543.287143, 36, 4471886.000000
1516082543.387365, 37, 4472841.500000
1516082543.487601, 37, 4473701.500000
1516082543.587908, 37, 4474475.500000
1516082543.688264, 37, 4475172.000000
1516082543.788473, 37, 4475799.000000
1516082543.888638, 37, 4476363.000000
1516082543.988717, 37, 4476870.500000
1516082544.089010, 38, 4489439.500000
1516082544.189300, 37, 4488639.500000
1516082544.289567, 37, 4487919.500000
1516082544.389716, 37, 4487271.500000
1516082544.489781, 37, 4486688.500000
1516082544.589849, 38, 4498275.500000
1516082544.690138, 37, 4496592.000000
1516082544.790328, 37, 4495077.000000
1516082544.890464, 37, 4493713.500000
1516082544.990734, 38, 4504598.000000
1516082545.090918, 37, 4502282.000000
1516082545.191266, 37, 4500198.000000
1516082545.291589, 37, 4498322.000000
1516082545.392034, 37, 4496634.000000
1516082545.492279, 37, 4495114.500000
1516082545.592500, 37, 4493747.000000
1516082545.692649, 37, 4492516.500000
1516082545.792722, 34, 4455073.000000
1516082545.892806, 38, 4469821.500000
1516082545.993164, 37, 4470983.500000
1516082546.093423, 37, 4472029.000000
1516082546.193707, 37, 4472970.000000
1516082546.293990, 38, 4485929.000000
1516082546.394158, 37, 4485480.000000
1516082546.494452, 37, 4485076.000000
1516082546.594752, 37, 4484712.500000
1516082546.695164, 38, 4496497.000000
1516082546.795457, 37, 4494991.500000
1516082546.895836, 37, 4493636.500000
1516082546.996333, 37, 4492417.000000
1516082547.096738, 38, 4503431.500000
1516082547.197133, 37, 4501232.500000
1516082547.297316, 37, 4499253.000000
1516082547.397588, 38, 4509583.500000
1516082547.497947, 37, 4506769.000000
1516082547.598268, 37, 4504236.000000
1516082547.698437, 37, 4501956.500000
1516082547.798802, 38, 4512017.000000
1516082547.899096, 37, 4508959.500000
1516082547.999330, 37, 4506207.500000
1516082548.099510, 37, 4503731.000000
1516082548.199923, 38, 4513614.000000
1516082548.300086, 36, 4498284.500000
1516082548.400348, 37, 4496600.000000
1516082548.500728, 37, 4495084.000000
1516082548.601063, 38, 4505831.500000
1516082548.701411, 37, 4503392.500000
1516082548.801646, 37, 4501197.000000
1516082548.901900, 37, 4499221.500000
1516082549.002134, 35, 4473219.500000
1516082549.102460, 38, 4486153.500000
1516082549.202692, 37, 4485682.000000
1516082549.303067, 37, 4485258.000000
1516082549.403414, 37, 4484876.000000
1516082549.503833, 38, 4496644.500000
1516082549.604161, 37, 4495124.000000
1516082549.704471, 36, 4481643.500000
1516082549.804858, 38, 4493735.000000
1516082549.905303, 37, 4492505.500000
1516082550.005654, 37, 4491399.000000
1516082550.105973, 37, 4490403.000000
1516082550.206105, 36, 4477394.500000
1516082550.306181, 37, 4477799.000000
1516082550.406254, 37, 4478163.000000
1516082550.506550, 37, 4478490.500000
1516082550.606914, 37, 4478785.500000
1516082550.707103, 38, 4491163.000000
1516082550.807241, 37, 4490190.500000
1516082550.907532, 37, 4489315.500000
1516082551.007688, 37, 4488528.000000
1516082551.108092, 37, 4487819.000000
1516082551.208178, 38, 4499293.000000
1516082551.308347, 37, 4497507.500000
1516082551.408421, 37, 4495901.000000
1516082551.508575, 37, 4494455.000000
1516082551.608653, 38, 4505265.500000
1516082551.708719, 37, 4502883.000000
1516082551.808795, 37, 4500738.500000
1516082551.908885, 37, 4498808.500000
1516082552.008964, 37, 4497071.500000
1516082552.109034, 37, 4495508.500000
1516082552.209095, 38, 4506213.500000
1516082552.309163, 37, 4503736.000000
1516082552.409304, 37, 4501506.500000
1516082552.509393, 37, 4499500.000000
1516082552.609550, 37, 4497694.000000
1516082552.709751, 38, 4508180.500000
1516082552.809874, 37, 4505506.500000
1516082552.910051, 37, 4503100.000000
1516082553.010319, 37, 4500934.000000
1516082553.110393, 37, 4498984.500000
1516082553.210476, 38, 4509342.000000
1516082553.310591, 37, 4506552.000000
1516082553.410715, 37, 4504041.000000
1516082553.510915, 37, 4501781.000000
1516082553.611070, 37, 4499747.000000
1516082553.711243, 38, 4510028.500000
1516082553.811398, 27, 4386049.500000
1516082553.911484, 20, 4189684.500000
1516082554.011572, 21, 4025068.000000
1516082554.111973, 30, 3985921.250000
1516082554.212147, 41, 4083921.000000
1516082554.312300, 18, 3893545.000000
1516082554.412598, 24, 3794878.500000
1516082554.512723, 30, 3778750.750000
1516082554.612875, 31, 3776347.750000
1516082554.713046, 30, 3762073.000000
1516082554.813134, 30, 3749225.750000
1516082554.913287, 30, 3737663.250000
1516082555.013630, 30, 3727257.000000
1516082555.114063, 31, 3730003.250000
1516082555.214239, 30, 3720363.000000
1516082555.314332, 30, 3711686.750000
1516082555.414696, 30, 3703878.000000
1516082555.514876, 31, 3708962.250000
1516082555.615163, 30, 3701426.000000
1516082555.715355, 29, 3682531.500000
1516082555.815455, 30, 3677638.250000
1516082555.915874, 29, 3661122.500000
1516082556.015987, 29, 3646258.250000
1516082556.116071, 29, 3632880.500000
1516082556.216146, 29, 3620840.500000
1516082556.316303, 29, 3610004.500000
1516082556.416393, 29, 3600252.000000
1516082556.516480, 30, 3603586.750000
1516082556.616559, 30, 3606588.000000
1516082556.716632, 30, 3609289.250000
1516082556.816710, 30, 3611720.250000
1516082556.916797, 30, 3613908.250000
1516082557.016934, 30, 3615877.500000
1516082557.117004, 30, 3617649.750000
1516082557.217075, 30, 3619244.750000
1516082557.317150, 30, 3620680.250000
1516082557.417296, 30, 3621972.250000
1516082557.517432, 30, 3623135.000000
1516082557.617557, 30, 3624181.500000
1516082557.717641, 29, 3613011.250000
1516082557.817737, 30, 3615070.000000
1516082557.917815, 30, 3616923.000000
1516082558.017972, 30, 3618590.750000
1516082558.118164, 29, 3607979.750000
1516082558.218345, 30, 3610541.750000
1516082558.318506, 29, 3600735.500000
1516082558.418666, 30, 3604022.000000
1516082558.518818, 30, 3606979.750000
1516082558.618965, 29, 3597529.750000
1516082558.719042, 29, 3589024.750000
1516082558.819404, 29, 3581370.250000
1516082558.919594, 30, 3586593.250000
1516082559.020720, 29, 3579182.000000
1516082559.120939, 30, 3584623.750000
1516082559.221047, 29, 3577409.500000
1516082559.321437, 30, 3583028.500000
1516082559.421789, 29, 3575973.750000
1516082559.522279, 30, 3581736.500000
1516082559.622783, 29, 3574810.750000
1516082559.723140, 29, 3568577.750000
1516082559.823237, 28, 3550856.000000
1516082559.923334, 30, 3559130.500000
1516082560.023490, 29, 3554465.500000
1516082560.123836, 29, 3550267.000000
1516082560.224010, 29, 3546488.250000
1516082560.324082, 29, 3543087.500000
1516082560.424185, 29, 3540026.750000
1516082560.524320, 29, 3537272.000000
1516082560.624394, 29, 3534792.750000
1516082560.724543, 29, 3532561.500000
1516082560.824682, 29, 3530553.250000
1516082560.924836, 29, 3528746.000000
1516082561.024993, 29, 3527119.500000
1516082561.125168, 28, 3513543.500000
1516082561.225239, 30, 3525549.250000
1516082561.325341, 28, 3512130.250000
1516082561.425436, 29, 3512165.250000
1516082561.525567, 29, 3512196.750000
1516082561.625713, 29, 3512225.000000
1516082561.725872, 28, 3500138.500000
1516082561.825943, 29, 3501372.750000
1516082561.926094, 29, 3502483.500000
1516082562.026184, 28, 3491371.250000
1516082562.126258, 29, 3493482.000000
1516082562.226331, 28, 3483269.750000
1516082562.326464, 29, 3486190.750000
1516082562.426895, 28, 3476707.750000
1516082562.527326, 29, 3480285.000000
1516082562.627945, 29, 3483504.500000
1516082562.728222, 28, 3474290.000000
1516082562.828495, 28, 3465997.000000
1516082562.928815, 28, 3458533.250000
1516082563.029265, 29, 3463928.000000
1516082563.129520, 28, 3456671.250000
1516082563.229890, 27, 3438028.000000
1516082563.330294, 27, 3421249.250000
1516082563.430598, 29, 3430372.250000
1516082563.530904, 28, 3426471.000000
1516082563.631246, 27, 3410848.000000
1516082563.731601, 28, 3408899.250000
1516082563.832043, 29, 3419257.250000
1516082563.932443, 28, 3416467.500000
1516082564.032591, 27, 3401844.750000
1516082564.132674, 28, 3400796.250000
1516082564.232816, 28, 3399852.500000
1516082564.332944, 28, 3399003.250000
1516082564.433071, 28, 3398239.000000
1516082564.533199, 28, 3397551.000000
1516082564.633552, 28, 3396932.000000
1516082564.733673, 27, 3384262.750000
1516082564.834023, 28, 3384972.500000
1516082564.934385, 28, 3385611.250000
