1516102162.675828, 1, 12112.000000
1516102162.775980, 0, 10900.799805
1516102162.876145, 9, 118818.726562
1516102162.976309, 21, 361288.843750
1516102163.076477, 16, 518951.937500
1516102163.176656, 0, 467056.750000
1516102163.276991, 6, 493023.062500
1516102163.377228, 4, 492168.750000
1516102163.477566, 5, 503511.875000
1516102163.577796, 5, 513720.687500
1516102163.677969, 6, 535020.625000
1516102163.778140, 6, 554190.562500
1516102163.878380, 7, 583555.500000
1516102163.978554, 7, 609983.937500
1516102164.078703, 9, 657993.562500
1516102164.178879, 9, 701202.187500
1516102164.279027, 10, 752202.000000
1516102164.379218, 10, 798101.812500
1516102164.479345, 12, 863635.625000
1516102164.579555, 13, 934728.062500
1516102164.679822, 14, 1010823.250000
1516102164.780015, 15, 1091420.875000
1516102164.880261, 15, 1163958.750000
1516102164.980640, 17, 1253466.875000
1516102165.080998, 17, 1334024.250000
1516102165.181373, 16, 1394413.875000
1516102165.281694, 16, 1448764.500000
1516102165.382245, 17, 1509792.000000
1516102165.482771, 17, 1564716.750000
1516102165.583073, 18, 1626261.125000
1516102165.683526, 18, 1681651.000000
1516102165.783734, 17, 1719389.875000
1516102165.883836, 16, 1741242.875000
1516102165.983957, 18, 1785134.625000
1516102166.084298, 18, 1824637.125000
1516102166.184708, 19, 1872301.375000
1516102166.285336, 18, 1903087.250000
1516102166.385453, 18, 1930794.500000
1516102166.485840, 18, 1955731.000000
1516102166.586275, 19, 1990285.875000
1516102166.686676, 19, 2021385.250000
1516102166.786907, 19, 2049374.750000
1516102166.887358, 18, 2062453.250000
1516102166.987767, 19, 2086335.875000
1516102167.089948, 18, 2095718.250000
1516102167.190136, 20, 2128386.500000
1516102167.290246, 19, 2145675.750000
1516102167.390418, 19, 2161236.250000
1516102167.490834, 20, 2187352.500000
1516102167.591006, 19, 2198745.250000
1516102167.691173, 20, 2221110.750000
1516102167.791291, 19, 2229127.750000
1516102167.891626, 19, 2236343.000000
1516102167.991801, 20, 2254948.750000
1516102168.091910, 19, 2259582.000000
1516102168.192147, 20, 2275863.750000
1516102168.292632, 20, 2290517.500000
1516102168.392792, 20, 2303705.750000
1516102168.493349, 19, 2303463.250000
1516102168.593750, 19, 2303245.000000
1516102168.694219, 18, 2290936.500000
1516102168.794459, 19, 2291970.750000
1516102168.894974, 21, 2317125.750000
1516102168.995283, 19, 2315541.250000
1516102169.095600, 21, 2338339.000000
1516102169.195879, 19, 2334633.000000
1516102169.296303, 18, 2319185.750000
1516102169.396481, 21, 2341619.250000
1516102169.497039, 20, 2349697.250000
1516102169.597426, 21, 2369079.500000
1516102169.697932, 18, 2350187.500000
1516102169.798058, 20, 2357408.750000
1516102169.898495, 18, 2339684.000000
1516102169.998712, 20, 2347955.500000
