1512200136.889320, 0
1512200136.989858, 1
1512200137.090466, 0
1512200137.191191, 0
1512200137.291712, 19
1512200137.394747, 40
1512200137.494910, 41
1512200137.596890, 40
1512200137.697662, 41
1512200137.798543, 41
1512200137.898726, 40
1512200137.998869, 41
1512200138.099099, 39
1512200138.199244, 41
1512200138.299379, 40
1512200138.399526, 40
1512200138.499620, 40
1512200138.599889, 41
1512200138.702335, 40
1512200138.802474, 41
1512200138.902597, 40
1512200139.002871, 39
1512200139.103039, 41
1512200139.203186, 41
1512200139.303343, 39
1512200139.403487, 40
1512200139.503582, 41
1512200139.603662, 40
1512200139.703860, 40
1512200139.804153, 41
1512200139.904227, 40
1512200140.004532, 40
1512200140.104722, 40
1512200140.204823, 40
1512200140.305009, 41
1512200140.405113, 40
1512200140.507769, 39
1512200140.607951, 42
1512200140.708031, 40
1512200140.808120, 40
1512200140.908267, 41
1512200141.008577, 40
1512200141.108672, 40
1512200141.208736, 40
1512200141.308858, 40
1512200141.409137, 40
1512200141.509215, 40
1512200141.609361, 40
1512200141.709560, 41
1512200141.809696, 40
1512200141.909816, 40
1512200142.009934, 40
1512200142.110190, 39
1512200142.210337, 42
1512200142.310455, 40
1512200142.410524, 40
1512200142.510678, 40
1512200142.610883, 40
1512200142.711068, 41
1512200142.811233, 40
1512200142.911365, 40
1512200143.011460, 40
1512200143.111721, 40
1512200143.214726, 40
1512200143.317175, 41
1512200143.417924, 42
1512200143.518200, 40
1512200143.620560, 41
1512200143.721173, 41
1512200143.824438, 40
1512200143.925038, 41
1512200144.026279, 41
1512200144.127151, 40
1512200144.227307, 40
1512200144.327467, 41
1512200144.430032, 40
1512200144.530511, 41
1512200144.630713, 40
1512200144.732725, 41
1512200144.833488, 40
1512200144.934269, 41
1512200145.036814, 40
1512200145.139297, 41
1512200145.239495, 41
1512200145.339602, 41
1512200145.439715, 40
1512200145.539822, 40
1512200145.639914, 40
1512200145.740902, 40
1512200145.841062, 41
1512200145.941215, 40
1512200146.041358, 40
1512200146.141431, 40
