1512208016.690655, 0
1512208016.790740, 0
1512208016.890831, 1
1512208016.990924, 0
1512208017.091011, 0
1512208017.191094, 14
1512208017.292105, 40
1512208017.394729, 41
1512208017.495564, 41
1512208017.595762, 40
1512208017.695884, 39
1512208017.796056, 41
1512208017.896230, 39
1512208017.996355, 41
1512208018.096538, 40
1512208018.196790, 40
1512208018.297052, 41
1512208018.397177, 40
1512208018.500197, 40
1512208018.601142, 42
1512208018.703588, 40
1512208018.804401, 41
1512208018.904566, 40
1512208019.004688, 41
1512208019.104860, 40
1512208019.205054, 40
1512208019.306374, 40
1512208019.406520, 41
1512208019.506735, 40
1512208019.606885, 40
1512208019.706963, 40
1512208019.808832, 41
1512208019.908909, 40
1512208020.009038, 41
1512208020.109233, 39
1512208020.209394, 40
1512208020.309559, 41
1512208020.409714, 40
1512208020.509940, 41
1512208020.610104, 40
1512208020.710272, 39
1512208020.810369, 41
1512208020.910501, 36
1512208021.010751, 42
1512208021.110908, 40
1512208021.211042, 42
1512208021.311195, 40
1512208021.411430, 40
1512208021.520678, 43
1512208021.620868, 39
1512208021.721029, 41
1512208021.821193, 40
1512208021.921384, 42
1512208022.021523, 40
1512208022.121836, 40
1512208022.221905, 39
1512208022.321966, 41
1512208022.422095, 40
1512208022.522229, 40
1512208022.622310, 40
1512208022.722469, 40
1512208022.822547, 40
1512208022.922621, 40
1512208023.022769, 41
1512208023.122837, 40
1512208023.222930, 40
1512208023.323016, 40
1512208023.423144, 40
1512208023.523235, 40
1512208023.623339, 40
1512208023.723605, 40
1512208023.823685, 40
1512208023.923828, 41
1512208024.024156, 40
1512208024.124472, 39
1512208024.224822, 41
1512208024.325652, 41
1512208024.427601, 40
1512208024.530164, 41
1512208024.631613, 41
1512208024.731786, 41
1512208024.831983, 40
1512208024.934625, 39
1512208025.039044, 42
1512208025.139872, 41
1512208025.242152, 41
1512208025.342905, 41
1512208025.443020, 41
1512208025.543167, 40
1512208025.645366, 40
1512208025.747458, 41
1512208025.850085, 41
1512208025.952290, 41
1512208026.056079, 40
1512208026.158165, 43
1512208026.260316, 41
1512208026.363036, 40
1512208026.465710, 41
1512208026.569123, 42
1512208026.671720, 42
1512208026.774759, 41
1512208026.877581, 39
1512208026.979574, 42
1512208027.082098, 42
1512208027.182873, 41
1512208027.284937, 41
1512208027.386893, 39
1512208027.487682, 42
1512208027.587908, 41
1512208027.688134, 39
1512208027.788379, 41
1512208027.889110, 41
1512208027.991236, 40
1512208028.091505, 40
1512208028.191710, 41
1512208028.291915, 40
1512208028.392142, 40
1512208028.492380, 40
1512208028.592559, 41
1512208028.692684, 40
1512208028.792802, 39
1512208028.892941, 41
1512208028.993160, 40
1512208029.093273, 41
1512208029.193528, 39
1512208029.293766, 41
1512208029.393994, 40
1512208029.494224, 40
1512208029.594486, 39
1512208029.695177, 42
1512208029.795394, 40
1512208029.895655, 40
1512208029.996260, 41
1512208030.096494, 40
1512208030.196730, 40
1512208030.296945, 40
1512208030.397172, 40
1512208030.497463, 41
1512208030.599465, 40
1512208030.701417, 41
1512208030.803269, 41
1512208030.905471, 41
1512208031.006126, 40
1512208031.106234, 41
1512208031.206358, 40
1512208031.307530, 40
1512208031.407699, 41
1512208031.509476, 40
1512208031.609629, 41
1512208031.711542, 40
1512208031.813531, 40
1512208031.913989, 41
1512208032.014422, 41
1512208032.116586, 40
1512208032.217339, 41
1512208032.319854, 41
1512208032.420256, 41
1512208032.520641, 40
1512208032.622488, 40
1512208032.723584, 41
1512208032.823715, 41
1512208032.923858, 40
1512208033.024023, 40
1512208033.124232, 40
1512208033.224449, 40
1512208033.324626, 41
1512208033.424731, 40
1512208033.524842, 40
1512208033.625059, 40
1512208033.725192, 40
1512208033.825385, 40
1512208033.925539, 40
1512208034.025736, 41
1512208034.125836, 40
1512208034.226033, 40
1512208034.326142, 40
1512208034.426393, 41
1512208034.526585, 40
1512208034.626690, 27
1512208034.726805, 20
1512208034.826945, 22
1512208034.927060, 41
1512208035.027546, 37
1512208035.127644, 0
1512208035.227742, 1
1512208035.327842, 13
1512208035.428031, 14
1512208035.528176, 9
1512208035.628382, 8
1512208035.729803, 9
1512208035.829937, 9
1512208035.930106, 6
1512208036.031702, 8
1512208036.133629, 11
1512208036.235519, 11
1512208036.335660, 11
1512208036.435813, 12
1512208036.537815, 13
1512208036.639466, 15
1512208036.741329, 16
1512208036.843167, 17
1512208036.944637, 19
1512208037.045980, 20
1512208037.148099, 19
1512208037.248283, 19
1512208037.348399, 19
1512208037.449461, 15
1512208037.549734, 16
1512208037.649846, 17
1512208037.749976, 19
1512208037.850185, 18
1512208037.950317, 20
1512208038.051081, 19
1512208038.151976, 20
1512208038.253580, 20
1512208038.354881, 20
1512208038.455326, 20
1512208038.555585, 16
1512208038.655743, 17
1512208038.755924, 18
1512208038.856183, 20
1512208038.957327, 20
1512208039.060309, 21
1512208039.162427, 20
1512208039.263080, 21
1512208039.363786, 20
1512208039.466363, 21
1512208039.567920, 20
1512208039.669822, 19
1512208039.771296, 21
1512208039.873187, 21
1512208039.974412, 21
1512208040.074561, 20
1512208040.174661, 21
1512208040.274966, 18
1512208040.375107, 20
1512208040.475379, 19
1512208040.578381, 21
1512208040.679552, 21
1512208040.780160, 21
1512208040.880402, 21
1512208040.980549, 21
1512208041.080788, 18
1512208041.181905, 20
1512208041.282171, 21
1512208041.382432, 21
1512208041.482721, 21
1512208041.582923, 21
1512208041.683153, 19
1512208041.783815, 17
1512208041.884390, 18
1512208041.985115, 20
1512208042.085338, 20
1512208042.185910, 21
1512208042.286527, 21
1512208042.386908, 20
1512208042.489588, 21
1512208042.590175, 21
1512208042.690742, 19
1512208042.791589, 19
1512208042.891745, 21
1512208042.991964, 21
1512208043.092153, 21
1512208043.192332, 20
1512208043.292501, 21
1512208043.392757, 19
1512208043.492927, 18
1512208043.593118, 19
1512208043.693309, 21
1512208043.793498, 21
1512208043.893636, 21
1512208043.993875, 20
1512208044.094150, 22
1512208044.194342, 16
1512208044.294618, 18
1512208044.394863, 18
1512208044.495131, 20
1512208044.595386, 21
1512208044.695601, 21
1512208044.795846, 20
1512208044.896166, 21
1512208044.996545, 20
1512208045.096821, 20
1512208045.198984, 17
1512208045.301070, 19
1512208045.403252, 20
1512208045.505594, 21
1512208045.607585, 21
1512208045.707759, 21
1512208045.807935, 21
1512208045.908260, 21
1512208046.011058, 20
1512208046.111555, 19
1512208046.211741, 20
1512208046.313738, 21
1512208046.416328, 21
1512208046.516527, 21
1512208046.616692, 20
1512208046.716857, 22
1512208046.817073, 17
1512208046.917252, 19
1512208047.017547, 19
1512208047.117774, 21
1512208047.217924, 21
1512208047.318096, 20
1512208047.418380, 21
1512208047.521231, 22
1512208047.623380, 17
1512208047.725478, 19
1512208047.826180, 20
1512208047.926433, 21
1512208048.027105, 21
1512208048.128505, 21
1512208048.228723, 20
1512208048.328905, 22
1512208048.429527, 19
1512208048.530137, 19
1512208048.630358, 21
1512208048.730943, 20
1512208048.831185, 21
1512208048.931444, 21
1512208049.031740, 21
1512208049.131946, 20
1512208049.232211, 18
1512208049.334200, 19
1512208049.436231, 20
1512208049.538236, 22
1512208049.641160, 21
1512208049.743066, 22
1512208049.843584, 21
1512208049.945453, 21
1512208050.047209, 18
1512208050.147687, 19
1512208050.250182, 21
1512208050.350720, 21
1512208050.451247, 21
1512208050.551452, 21
1512208050.651713, 21
1512208050.751899, 18
1512208050.852027, 19
1512208050.952227, 20
1512208051.052430, 21
